ID;Deal ID;Data source type;URL;File;Publication title;Date;Name;Organisation;Email;Phone;Open Contracting ID;Comment on data source
I9tRiQV5;1011;Media report;http://mergers.ru/news/PPF-stanet-edinstvennym-vladelcem-svoego-pervogo-krupnogo-rossijskogo-agroproekta-21653;uploads/PPF станет единственным владельцем своего первого крупного российского агропроекта.pdf;;;;;;;;
MWL50Rrw;1011;Media report;https://www.forbes.ru/biznes/464659-cesskaa-ppf-group-vysla-iz-agrobiznesa-v-rossii;uploads/Чешская PPF Group вышла из агробизнеса в России _ Forbes.ru.pdf;;;;;;;;
AiEgaT7T;1011;Media report;https://milknews.ru/index/ppf-uhodit-iz-rossii.html;uploads/«Ъ»_ PPF Group вышла из агробизнеса в России.pdf;;;;;;;;
mOQbW3SR;1011;Media report;https://www.kommersant.ru/doc/5339545;uploads/Инвесторы сдают зерно – Газета Коммерсантъ № 77 (7278) от 04.05.2022.pdf;;;;;;;;
heEQtXpH;1011;Media report;https://www.rbc.ru/business/04/05/2022/6272132a9a7947e9fedfae85;uploads/Чешская PPF Group вышла из агробизнеса в России — РБК.pdf;;;;;;;;
kzz9lmER;1011;Company sources;http://ravagro.ru/fap-v-sele-novopavlovka;uploads/RAV.png;;;;;;;;
N0qCG7Eu;1011;Company sources;http://ravagro.ru/pressa-o-nas;uploads/Пресса о нас _ JJC _RAV Agro Pro_.pdf;;;;;;;;
yOQUesJL;1011;Research Paper / Policy Report;;uploads/1685452769-ppfgroup_annual_accounts_2022_public.pdf;;;;;;;;
ZjsEps_8;1014;Research Paper / Policy Report;http://ageconsearch.umn.edu/bitstream/95314/2/Visser-Land_grabbing_in_Eastern_Europe-238.pdf;uploads/ageconsearchumnedubitstream953142visser-land_grabbing_in_eastern_europe-238pdf.pdf;LAND GRABBING IN EASTERN EUROPE:  GLOBAL FOOD SECURITY AND LAND GOVERNANCE IN POSTSOVIET EURASIA ;2010-08;;;;;;"Land grabbing in post-Soviet Eurasia: the world’s largest agricultural land reserves at stake"" by Oane Visser"
_SkxJU7v;1014;Media report;http://www.koreatimes.co.kr/www/news/biz/2009/04/123_43334.html;uploads/Hyundai Heavy’s Land Deal Smells of Politics - The Korea Times.pdf;Hyundai Heavy’s Land Deal Smells of Politics;2009-04-16;;;;;;
dbjU3pcm;1014;Media report;https://maps.google.com/maps/ms?ie=UTF8&oe=UTF8&msa=0&msid=100237997621038330776.000468b0a95f89721a96e;uploads/Знімок екрана 2025-07-23 141038.png;;2025-07-23;;;;;;The date of access to the website is indicated
8WwL0rGy;1014;Media report;https://primgazeta.ru/news/economy/hyundai-khorol-agro-is-one-of-the-largest-agro-industrial-companies-in-primorye/?sphrase_id=480335;uploads/История — ГК «Содружество»_jkxgbAm.pdf;«Хёнде Хороль Агро» – одна из самых крупных агропромышленных компаний Приморья;2015-02-28;;;;;;
E0i8IXC1;1014;Media report;https://www.forbes.ru/milliardery/307799-milliardy-ot-sokhi-kak-inostrantsy-investiruyut-v-rossiiskoe-selskoe-khozyaistvo;uploads/_.;Миллиарды от сохи: как иностранцы инвестируют в российское сельское хозяйство;2015-12-11;;;;;;
B6HVJR_O;1014;Media report;https://www.agroinvestor.ru/investments/news/29449-hyundai-prodaet-agroaktivy-v-primore/;uploads/hyundai.pdf;Hyundai продает агроактивы в Приморье;2018-03-03;;;;;;
DKRub-9J;1014;Government sources;https://egrul.nalog.ru/index.html;uploads/ul-1192536008796-20250723142936.pdf;;2025-07-23;;;;;;About the operating company. The date of access to the website is indicated
waMLlewO;1014;Media report;http://khorol.ru/page.php?razdel=admin&id_page=151&id_level_1=18&id_level_2=45&id_level_3=0&id_level_4=0&id_level_5=0&id_level_6=0&id_level_7=0;uploads/Сельское хозяйство. Администрация Хорольского муниципального округа.pdf;;2025-07-23;;;;;;Agriculture in Khorol Region. The date of access to the website is indicated
_vcvvLay;1014;Other;https://comfex.ru/1042502812802/%D0%BE%D0%BE%D0%BE-%D0%BB%D0%BE%D1%82%D1%82%D0%B5-%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%88%D0%BD%D0%BB-%D1%85%D0%BE%D1%80%D0%BE%D0%BB%D1%8C;uploads/ООО _ЛОТТЕ ИНТЕРНЕШНЛ ХОРОЛЬ_ - ОГРН 1042502812802.pdf;;2025-07-23;;;;;;General information about the company. The date of access to the website is indicated
Zz1DZLxj;1014;Media report;https://raspp.ru/business_news/top-korean-investments-in-russia/;uploads/РАСПП_ Топ корейских инвестиций в Россию _ РАСПП.pdf;Топ корейских инвестиций в Россию | РАСПП;2020-03-05;;;;;;
Y0ChUMiO;1014;Media report;https://primamedia.ru/news/800657/;uploads/Lotte - флагманский инвестор Приморья - оштрафован за _бурьян в полях_ - PrimaMedia.ru.pdf;"Lotte - флагманский инвестор Приморья - оштрафован за ""бурьян в полях"" Подробнее: https://primamedia.ru/news/800657/";2019-04-03;;;;;;
Xb-LwbkP;1014;Company sources;https://www.lotteintl.co.kr/en/about/history.asp;uploads/LOTTE INTERNATIONAL.pdf;;2025-07-23;;;;;;The date of access to the website is indicated
QMC54WDc;1014;Media report;https://www.koreatimes.co.kr/business/companies/20220303/orion-lotte-paldo-on-edge-over-plants-in-russia;uploads/Orion, Lotte, Paldo on edge over plants in Russia - The Korea Times.pdf;Orion, Lotte, Paldo on edge over plants in Russia;2025-03-03;;;;;;
N444Y2fe;1017;Research Paper / Policy Report;http://farmlandgrab.org/wp-content/uploads/2009/05/20081027-agriculture-richard-ferguson.pdf;uploads/farmlandgraborgwp-contentuploads20090520081027-agriculture-richard-fergusonpdf.pdf;Agricultura. ANCHOR REPORT;2008-10-27;;;;;;
m4cD8SPI;1017;Media report;http://en.wikipedia.org/wiki/Razgulay;uploads/Razgulay - Wikipedia.pdf;;2025-07-17;;;;;;The date of access to the website is indicated
2FX71aY9;1017;Media report;https://meatinfo.ru/news/rossiya-budet-pomogat-agroholdingam-iz-ofshorov-342026;uploads/Россия будет помогать агрохолдингам из офшоров_KX0Iukc.pdf;Россия будет помогать агрохолдингам из офшоров;2015-02-18;;;;;;
Tjyndcfb;1017;Research Paper / Policy Report;http://www.befl.ru/;uploads/befl-2016.pdf;Крупнейшие владельцы сельскохозяйственной земли в России на 2016 год ;2016;;;;;;
WaAMnY8a;1017;Company sources;https://avgagro.ru/wp-content/uploads/2019/08/2019.07.19-Bashkiria-overview-Eng.pdf;uploads/2019.07;;2018;;;;;;The website is not working. However, the source contains important information.
qfFVJxaM;1017;Media report;https://agrotrend.ru/companies/avg-capital-partners/;uploads/AVG Capital Partners - Agrotrend.ru.pdf;;2025-07-17;;;;;;A brief about new investor. The date of access to the website is indicated
BzKrc0PQ;1017;Media report;https://incrussia.ru/news/gruppa-razgulyay-priznana-bankrotom/;uploads/-inc. Russia;Группа «Разгуляй» признана банкротом;2017-04-24;;;;;;One of the examples of the media report, that Razgulay has defaulted
hDqXi0Hi;1017;Media report;https://www.bashinform.ru/news/1472015-v-chishminskom-rayone-bashkirii-posle-obrabotok-poley-pogibli-pchely/;uploads/__jHX9qfG.pdf;В Чишминском районе Башкирии после обработок полей погибли пчелы;2020-07-12;;;;;;Negative impacts
31E2g_yR;1017;Other;https://www.list-org.com/company/436046;uploads/ООО _БАШКИР-АГРОИНВЕСТ_, ОКПО 77859833.pdf;;2024-12-09;;;;;;General info about company from the data aggregator
LVAZsmAT;1019;Company sources;;uploads/kulimcommyhtmlfilesannual_report2009annualreport2009pdf.pdf;Kulim AR 2009;2010-05-31;;Kulim (Malaysia) Berhad;;;;Expired URL: http://www.kulim.com.my/html/files/annual_report/2009/AnnualReport2009.pdf
nB2YoTYh;1019;Research Paper / Policy Report;https://www.bsigroup.com/LocalFiles/en-ID/RSPO%20Public%20Summary%20Reports/2011/IAV%20Guadalcanal%20Public%20Summary%20Report%20050111Amended9.3.11%20Final.pdf;uploads/IAV Guadalcanal Public Summary Report 050111Amended9.3.11 Final.pdf;PUBLIC SUMMARY REPORT INITIAL RSPO CERTIFICATION ASSESSMENT GUADALCANAL PLAINS PALM OIL LTD (GPPOL);2011-03-01;;BSi Management Systems;;;;http://www.bsigroup.sg/bsi/images/2012/03/Guadalcanal Public Summary Report 050111Amended9.3.11 Final.pdf
UH_0buCX;1019;Company sources;http://www.kulim.com.my/html/files/annual_report/2012/AnnualReport2012.pdf;uploads/kulimcommyhtmlfilesannual_report2012annualreport2012pdf.pdf;Kulim AR 2012;2013-05-29;;Kulim (Malaysia) Berhad;;;;
yWrJ-5OL;1019;Media report;;uploads/pinacomfjindexphpppacnewsmreado17402933524bba52d07f50c959f3f2.pdf;Plan to increase Solomon Island palm oil production;2010-04-06;;Pacific Islands News Association (PINA);;;;Expired URL: http://www.pina.com.fj/index.php?p=pacnews&m=read&o=17402933524bba52d07f50c959f3f2
VgULfMe0;1019;Media report;;uploads/businessadvantageinternationalcomba_solomons_2012_20_22pdf.pdf;The tropical advantage;2012-01-01;;Business Advantage International;;;;Expired URL: http://www.businessadvantageinternational.com/BA_SOLOMONS_2012_20_22.pdf
J2fxsy7t;1019;Company sources;;uploads/nbpolcompgwp-contentuploadsdownloads201404new-britain-palm-oil-limited-nbpol-annual-report-2013pdf.pdf;NBPOL Annual Report 2013;2013-12-31;;New Britain Palm Oil Limited (NBPOL);;;;Expired URL: http://www.nbpol.com.pg/wp-content/uploads/downloads/2014/04/New-Britain-Palm-Oil-Limited-NBPOL-Annual-Report-2013.pdf
L5SElvPw;1019;Research Paper / Policy Report;http://www.bsigroup.com/LocalFiles/en-ID/RSPO%20Public%20Summary%20Reports/2014/ASA3%20L3rdSurveillanceDec2013FinalDraft1.1.pdf;uploads/bsigroupcomlocalfilesen-idrspo20public20summary20reports2014asa320l3rdsurveillancedec2013finaldraft11pdf.pdf;PUBLIC SUMMARY REPORT RSPO ANNUAL SURVEILLANCE ASSESSMENT (ASA3) GUADALCANAL PLAINS PALM OIL LTD (GPPOL);2014-03-01;Allan Thomas;BSi Management Systems;;;;
MEhpHv3T;1019;Research Paper / Policy Report;https://pacificsecurity.net/wp-content/uploads/2021/10/DB82_Part13.pdf;uploads/DB82_Part13.pdf;A cultural basis for land and livelihood security: The Guadalcanal Plains Palm Oil Limited, Landowners Association & Company, Solomon Islands;2021-10;Gordon Leua Nanau;Pacific Security College;;;;
0R0MHqS7;1019;Media report;https://www.solomontimes.com/news/landowners-threaten-to-close-off-access-to-gppol/7634?utm_source=chatgpt.com;uploads/Landowners Threaten to Close Off Access to GPPOL - Solomon Times Online.pdf;Landowners Threaten to Close Off Access to GPPOL;2013-05-01;;Solomon Times;;;;
OAcX9ziE;1019;Media report;https://www.solomonstarnews.com/outstanding-dividends-queried/?utm_source=chatgpt.com;uploads/Outstanding dividends queried – Solomon Star News.pdf;Outstanding dividends queried;2016-06-23;;Solomon Star;;;;
sloBvoYf;1019;Media report;https://www.farmlandgrab.org/post/24603-malaysia-s-sime-darby-completes-1-74-bln-new-britain-palm-oil-buy;uploads/farmlandgrab_EVJSv3u.org _ Malaysia's Sime Darby completes $1.74 bln New Britain Palm Oil buy.pdf;Malaysia's Sime Darby completes $1.74 bln New Britain Palm Oil buy;2015-03-03;;Reuters;;;;
q-eluDhV;1019;Research Paper / Policy Report;https://www.bsigroup.com/LocalFiles/en-ID/RSPO%20Public%20Summary%20Reports/2015/PUBLIC%20SUMMARY%20%20REPORT_RSPO%20P_C-ASA%204_GPPOL_Rev.6.pdf;uploads/PUBLIC SUMMARY  REPORT_RSPO P_C-ASA 4_GPPOL_Rev.6.pdf;RSPO – 4 th ANNUAL SURVEILLANCE AUDIT;2015-02-26;Haeruddin;PT. BSI Group Indonesia;;;;
Q5Ilyvx-;1019;Research Paper / Policy Report;https://openresearch-repository.anu.edu.au/server/api/core/bitstreams/d46f1ae9-59f8-4f24-bcca-33bf475c7a50/content;uploads/PEB25_1_Fraenkel et al.pdf;The resumption of palm-oil production on Guadalcanal’s northern plains;2010;Jon Fraenkel, Matthew Allen and Harry Brock;Pacific Economic Bulletin Volume 25 Number 1 The Australian National University;;;;
ls3uQw56;1019;Other;https://devpolicy.org/2019-Pacific-Update/Day_2_Panel_4A_Understanding_strategies_for_success.pdf;uploads/Day_2_Panel_4A_Understanding_strategies_for_success.pdf;Locally-owned businesses on customary land: Success Stories and Experiments;2019;;Devpolicy Blog, Development Policy Centre, Crawford School of Public Policy, The Australian National University;;;;PPT Presentation on success stories and experiments of locally-owned businesses on customary land in Solomon Islands
gCV8KeHp;1019;Media report;https://www.postcourier.com.pg/pm-commends-png-oil-palm-operation-in-solomon-islands/?utm_source=chatgpt.com;uploads/PM commends PNG oil palm operation in Solomon Islands - Post Courier.pdf;PM commends PNG oil palm operation in Solomon Islands;2020-03-02;;Post Courier;;;;
hRIKl0D8;1021;Company sources;http://www.forestreturns.com/portfolio;uploads/Descripción general de la cartera_ rent.... de encontrar el equilibrio adecuado.1021.pdf;;;;;;;;Company website
qym7tJ76;1021;Personal information;;;;;;LEI;;31 (0)70 335 83 30;;http://www.lei.wur.nl/NL/
5tm-zZlG;1021;Media report;http://www.internationaalambitieus.com/blog/post/cor-4;uploads/internationaalambitieuscomblogpostcor-4.pdf;;;;;;;;
udqy27A3;1021;Company sources;http://www.forestreturns.com/portfolio/suriname---lg-groot-marinbosch.html;uploads/Cartera_ Surinam - Lg. Groot Mariënbosc.... de encontrar el equilibrio adecuado1021...pdf;;;;;;;;
LDO5pS2l;1021;Company sources;http://www.forestreturns.com/corporate/maatschappelijk-verantwoord.html;uploads/Corporativo_ Socialmente Responsable....... de encontrar el equilibrio adecuado.1021.pdf;;;;;;;;
yt3E06Gu;1021;Media report;http://www.teakopstand.nl/pagina82.html;uploads/web.archive.org_web_20170428212635_http___teakopstand.nl_pagina82.1021.pdf;;;;;;;;
vRLYDyn7;1021;Media report;https://nl.wikipedia.org/wiki/Landgoed_Groot_Marienbosch#2004_-_2008;uploads/snlwikipediaorgwikilandgoed_groot_marienbosch2004_-_2008.pdf;;;;;;;;
kx6sqTgm;1037;Media report;http://farmlandgrab.org/post/view/13940;uploads/farmlandgrab.org _ Investing in Ukraine_ Top 10 picks of 2010.pdf;;2010-06-24;;;;;;"""Investing in Ukraine: Top 10 picks of 2010"""
34HDZ4bf;1037;Company sources;https://astartaholding.com/en/reports/;uploads/astartaholdingcommodulespagesuploadfile2015reportsastarta_2q2015_resultspdf.pdf;;2015-06-30;;;;;;Report on the company's operations
DYSWJC6d;1037;Company sources;https://astartaholding.com/en/reports/;uploads/astartakievcommodulespagesuploadfile2013reportsastarta_report_9m_2013pdf.pdf;;2013-09-30;;;;;;Interim report of the board of directors
FRmATDI3;1037;Company sources;https://astartaholding.com/en/reports/;uploads/astartakievcommodulespagesuploadfile20169m2016_report_for_publicationpdf.pdf;;2016-10-01;;;;;;Interim report of the board of directors
Ew6lDkxt;1037;Media report;http://latifundist.com/infographics/view/58;uploads/latifundistcominfographicsview58.pdf;;2016-06-30;Latifundist.com;;;;;The following diagrams and information on the website are about the social responsibility of Astarta-Kyiv agroholding
2XhuTRr4;1037;Media report;https://a7d.com.ua/agropoltika/experience/20248-vanchik-vktor-petrovich.html;;;2024-08-29;;;;;;Bussines activity by owners. The date of access to the site is indicated
OzNnDEtb;1037;Research Paper / Policy Report;http://www.osw.waw.pl/en/publikacje/osw-commentary/2014-02-07/transformation-agriculture-ukraine-collective-farms-to;uploads/oswwawplenpublikacjeosw-commentary2014-02-07transformation-agriculture-ukraine-collective-farms-to.pdf;;2014-02-07;;;;;;
vrmZ3NxK;1037;Company sources;https://astartaholding.com/en/about-the-company/;-confidential-;;2024-08-29;;;;;;Info about company. The date of access to the site is indicated
udYndxW5;1037;Media report;https://disclosures.ifc.org/project-detail/SPI/30830/astarta-project;uploads/Disclosure - Astarta.pdf;;2012;;;;;;IFC Project Astarta
rHD-sjQq;1037;Media report;http://markets.ft.com/research/Markets/Tearsheets/Business-profile?s=AST:WSE;uploads/marketsftcomresearchmarketstearsheetsbusiness-profilesastwse.pdf;;;;;;;;
q6GGKha6;1037;Company sources;https://astartaholding.com/sertyfikacziya-ta-yakist-produkcziyi/;uploads/astartakievcommodulespagesuploadfile2015certificates14001_zhdanivka_enpdf.pdf;;;;;;;;Locations
AK9HNPB-;1037;Media report;http://www.bloomberg.com/research/stocks/private/people.asp?privcapId=28493384;uploads/bloombergcomresearchstocksprivatepeopleaspprivcapid28493384.pdf;;;;;;;;Accessed 25.01.2015
AxSJNk9b;1037;Media report;https://www.ebrd.com/work-with-us/projects/psd/astarta.html;uploads/astarta_ebrd.pdf;;2008;;;;;;"Project Summary Documents about loan to Astarta Holding; information from the EBRD's website."
_1PPGh7u;1037;Other;https://youcontrol.com.ua/contractor/?id=12441169&tb=file;uploads/TOV FIRMA _ASTARTA-KYYIV_ - YouControl.pdf;;;;;;;;Operating company profile attained from the aggregator of the national registers.
wpUSKIY5;1037;Company sources;https://astartaholding.com/zvity/;uploads/astarta_sustainability-report_2022.pdf;;2023-05-03;;;;;;
p4D7Plb0;1037;Company sources;https://astartaholding.com/zvity/;uploads/sustainability-report-2020-–-ukr.pdf;;2021-04-12;;;;;;
hOuoa7cP;1037;Media report;https://latifundist.com/novosti/45648-urozhajnost-pshenitsy-v-astarte-na-5-nizhe-planiruemoj;uploads/Screenshot Astarta.jpg;;2019-08-08;;;;;;
GaCiMMDP;1037;Media report;https://agroportal.ua/ru/news/novosti-kompanii/v-astarte-rekordnaya-urozhainost-ozimoi-pshenitsy;uploads/Astarta has a record yield of winter wheat - AgroPortal.ua.pdf;;2021-08-16;;;;;;
DiMoLUaT;1037;Company sources;https://astartaholding.com/en/astarta-eksportuvala-780-tisyach-tonn-produkczi%d1%97-u-2022-23mr/;uploads/Astarta exported 780kt of agricultural products in 2022_2023MR.pdf;;2023-07-24;;;;;;About the export of the company's products
h-0W8F-S;1037;Company sources;https://astartaholding.com/en/financial-results-annual-results/;uploads/astarta-annual-report-2022-1.pdf;Astarta Annual Report 2022;2023-01-01;;Astarta;;;;4000 ha of land under Astarta’s management in the Chernihiv region that were under temporary occupation until the beginning of April 2022. The land was cleared of mines, unexploded shells, and sizeable metal fragments. In May 2022 one of Astarta’s employees — a civilian tractor driver working in the field — died from missile fired at the vehicle from a russian military aircraft. As a result of the mentioned russian military aircraft attack the tractor was destroyed. The estimated value of the machinery was EUR0 1m. The Company was also forced to reconsider its logistics modality.
